"","state","name","id","ncesID","state.abb","enrollment_20","enrollment_21","enrollment_22","government_level"
"352","TX","Cushing Independent School District","163536","4816080","TX",562,576,556,"school district"
"353","TX","Danbury Independent School District","163538","4816290","TX",798,759,774,"school district"
"354","TX","Darrouzett Independent School District","163539","4816320","TX",138,139,150,"school district"
"355","TX","Dawson Independent School District","163540","4816350","TX",138,151,149,"school district"
"356","TX","Crockett County Consolidated Common School District","163527","4815690","TX",811,764,729,"school district"
"357","TX","Damon Independent School District","163537","4816260","TX",114,115,116,"school district"
"358","IA","Tri-County Community School District","163252","1928020","IA",243,228,213,"school district"
"359","TX","Dekalb Independent School District","163541","4816570","TX",810,759,783,"school district"
"360","IA","Tipton Community School District","163247","1927870","IA",1007,977,960,"school district"
"361","IA","Treynor Community School District","163250","1927960","IA",822,808,804,"school district"
"362","TX","Denver City Independent School District","163543","4816770","TX",1676,1638,1601,"school district"
"363","TX","Devers Independent School District","163544","4816920","TX",198,205,216,"school district"
"364","TX","Dew Independent School District","163545","4816980","TX",179,164,133,"school district"
"365","TX","Dime Box Independent School District","163547","4817130","TX",164,160,181,"school district"
"366","TX","Divide Independent School District","163548","4817190","TX",24,22,32,"school district"
"367","IA","Union Community School District","163259","1900022","IA",1071,1027,1040,"school district"
"368","IA","United Community School District","163260","1928560","IA",376,340,376,"school district"
"369","IA","Twin Cedars Community School District","163256","1928170","IA",339,328,335,"school district"
"370","IA","Tripoli Community School District","163253","1928050","IA",404,386,377,"school district"
"371","IA","Van Meter Community School District","163265","1929010","IA",895,972,1045,"school district"
"372","IA","Turkey Valley Community School District","163254","1928110","IA",348,343,373,"school district"
"373","IA","Twin Rivers Community School District","163257","1928200","IA",56,58,52,"school district"
"374","IA","Villisca Community School District","163267","1929280","IA",305,278,283,"school district"
"375","TX","Douglass Independent School District","163551","4817460","TX",460,457,457,"school district"
"376","TX","Doss Consolidated Community School District","163550","4817400","TX",30,18,24,"school district"
"377","TX","Driscoll Independent School District","163553","4817550","TX",303,289,277,"school district"
"378","WA","University Place School District No. 83","43022","5309180","WA",5759,5661,5613,"school district"
"379","IA","Wapsie Valley Community School District","163269","1929760","IA",753,738,743,"school district"
"380","TX","East Bernard Independent School District","163555","4817830","TX",941,931,965,"school district"
"381","IA","West Hancock Community School District","163287","1905430","IA",620,623,605,"school district"
"382","IA","Winfield-Mt. Union Community School District","163297","1931830","IA",429,412,416,"school district"
"383","IA","West Bend-Mallard Community School District","163280","1930720","IA",351,360,373,"school district"
"384","IA","West Central Community School District","163282","1930870","IA",290,288,317,"school district"
"385","IA","Westwood Community School District","163292","1931470","IA",614,603,607,"school district"
"386","IA","Wayne Community School District","163276","1930560","IA",650,609,634,"school district"
"387","IA","West Central Valley Community School District","163284","1927500","IA",876,859,859,"school district"
"388","TX","Ector County Independent School District","163558","4818000","TX",33822,31881,31810,"school district"
"389","TX","Ector Independent School District","163559","4818030","TX",277,256,234,"school district"
"390","TX","Elysian Fields Independent School District","163568","4818480","TX",898,846,829,"school district"
"391","TX","Electra Independent School District","163567","4818330","TX",408,441,454,"school district"
"392","AZ","Pendergast Elementary School District No. 92","30558","0406210","AZ",9161,8190,8017,"school district"
"393","AZ","Fountain Hills Unified School District No. 98","64755","0403040","AZ",1392,1299,1293,"school district"
"394","AZ","Queen Creek Unified School District No. 95","30562","0406810","AZ",9495,10269,12592,"school district"
"395","CA","Evergreen School District","146122","0613140","CA",10426,9789,9165,"school district"
"396","AZ","Casa Grande Union High School District No. 82","30600","0401740","AZ",3638,3610,3822,"school district"
"397","CA","Pittsburg Unified School District","146505","0630600","CA",11367,11015,10793,"school district"
"398","CA","Sunnyside Union Elementary School District","1140201","0638430","CA",368,354,344,"school district"
"399","CA","Evergreen Union Elementary School District","146123","0613170","CA",1237,1175,1151,"school district"
"400","FL","District School Board of Pinellas County","69989","1201560","FL",99772,96068,95446,"school district"
"401","CA","Morgan Hill Unified School District","146400","0625830","CA",8369,8245,8015,"school district"
"402","CA","Stockton Unified School District","1140050","0638010","CA",37559,36190,36202,"school district"
"403","IL","Illinois Valley Central Unit School District No. 321","94617","1719970","IL",2082,2059,2061,"school district"
"404","GA","City of Thomasville Board of Education","198261","1304950","GA",2796,2738,2788,"school district"
"405","IA","Centerville Community School District","33357","1906750","IA",1408,1363,1361,"school district"
"406","TX","Van Independent School District","197612","4843920","TX",2395,2354,2373,"school district"
"407","IA","Hartley-Melvin-Sanborn Community School District","162995","1913660","IA",639,616,660,"school district"
"408","GA","White County Board of Education","196536","1305670","GA",3855,3760,3788,"school district"
"409","WA","Burlington-Edison School District No. 100","58044","5300780","WA",3628,3399,3312,"school district"
"410","MI","Public Schools of Calumet Laurium & Keweenaw","80357","2607690","MI",1540,1462,1360,"school district"
"411","GA","Wilkinson County Board of Education","197178","1305790","GA",1235,1156,1120,"school district"
"412","KY","Jessamine County School District","33680","2103030","KY",8675,8207,8159,"school district"
"413","IL","Hinsdale Township High School District No. 86","1034923","1719320","IL",4146,3976,3894,"school district"
"414","IL","East Peoria Community High School District No. 309","44955","1713230","IL",997,1016,961,"school district"
"415","TX","Laredo Independent School District","197577","4826790","TX",23706,22041,19757,"school district"
"416","IL","Maercker School District No. 60","47451","1724000","IL",1416,1349,1335,"school district"
"417","IA","Linn-Mar Community School District","33393","1917220","IA",7937,7762,7797,"school district"
"418","TX","Southside Independent School District","197598","4840920","TX",5781,5595,5520,"school district"
"419","KS","Unified School District No. 470","93933","2003450","KS",2900,2745,2783,"school district"
"420","KY","Eminence Independent Board of Education","33673","2101710","KY",989,917,967,"school district"
"421","KY","Jefferson County Board of Education","33679","2102990","KY",100348,95911,94393,"school district"
"422","KY","Russellville Independent School District","33699","2105190","KY",1023,1136,1167,"school district"
"423","IL","Mannheim School District No. 83","149458","1724330","IL",2652,2524,2426,"school district"
"424","IN","Fort Wayne Community Schools","197720","1803630","IN",29486,28460,28778,"school district"
"425","WI","Hayward Community School District","197693","5506270","WI",2065,1998,1919,"school district"
"426","WI","Medford Area Public School District","197698","5508940","WI",2804,2991,3130,"school district"
"427","WA","Olympia School District No. 111","39700","5306180","WA",10057,9492,9508,"school district"
"428","WI","Lakeland Union High School District","197695","5509630","WI",737,744,781,"school district"
"429","WI","Marshall School District","197697","5508790","WI",1001,990,953,"school district"
"430","WI","Prairie Du Chien Area School District","197699","5512150","WI",1158,1061,1044,"school district"
"431","GA","City of Chickamauga Board of Education","197768","1301140","GA",1283,1263,1267,"school district"
"432","LA","St. Martin Parish School Board","33857","2201590","LA",7695,7396,7343,"school district"
"433","GA","Glascock County Board of Education","197770","1302370","GA",557,569,585,"school district"
